,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year,occ_title,a_pct10,a_pct25,a_pct75,a_pct90
5625,IA,19780,"Des Moines-West Des Moines, IA",15-2041,,60,"66,910",,,"65,760",,,2010,Statisticians,"45,490","49,800","75,690","99,500"
5626,IA,19780,"Des Moines-West Des Moines, IA",17-2061,,40,"74,540",,,"73,720",,,2010,Computer Hardware Engineers,"60,560","67,220","82,430","91,670"
5627,IA,19780,"Des Moines-West Des Moines, IA",43-9011,,280,"36,620",,,"35,050",,,2010,Computer Operators,"23,470","28,300","43,220","54,250"
5628,IA,19780,"Des Moines-West Des Moines, IA",43-9021,,430,"29,290",,,"28,900",,,2010,Data Entry Keyers,"21,380","25,330","32,720","38,130"
5629,IA,19780,"Des Moines-West Des Moines, IA",43-9111,,80,"45,680",,,"41,810",,,2010,Statistical Assistants,"30,880","34,050","55,560","69,700"
5630,IA,19780,"Des Moines-West Des Moines, IA",49-2011,,550,"40,560",,,"40,130",,,2010,"Computer, Automated Teller, and Office Machine Repairers","28,280","32,390","48,000","55,230"
5631,IA,20220,"Dubuque, IA",11-3021,,70,"88,080",,,"81,680",,,2010,Computer and Information Systems Managers,"60,170","67,730","109,040","129,020"
5632,IA,20220,"Dubuque, IA",13-1111,,70,"60,500",,,"55,980",,,2010,Management Analysts,"34,370","45,370","72,310","90,190"
5633,IA,20220,"Dubuque, IA",13-1161,,80,"46,050",,,"44,610",,,2010,Market Research Analysts and Marketing Specialists*,"27,270","35,180","56,040","69,700"
5634,IA,20220,"Dubuque, IA",15-1121,,90,"59,800",,,"59,190",,,2010,Computer Systems Analysts,"40,700","45,750","72,110","84,370"
5635,IA,20220,"Dubuque, IA",15-1131,,130,"46,540",,,"40,520",,,2010,Computer Programmers,"31,130","35,000","57,810","70,950"
5636,IA,20220,"Dubuque, IA",15-1132,,100,"68,080",,,"67,480",,,2010,"Software Developers, Applications","42,790","54,730","79,430","94,390"
5637,IA,20220,"Dubuque, IA",15-1133,,0,"63,830",,,"62,180",,,2010,"Software Developers, Systems Software","26,320","29,910","83,840","101,220"
5638,IA,20220,"Dubuque, IA",15-1142,,70,"55,500",,,"55,530",,,2010,Network and Computer Systems Administrators*,"36,040","41,690","68,100","78,050"
5639,IA,20220,"Dubuque, IA",43-9011,,50,"31,620",,,"29,950",,,2010,Computer Operators,"22,590","25,090","34,380","40,590"
5640,IA,20220,"Dubuque, IA",43-9021,,100,"24,730",,,"24,130",,,2010,Data Entry Keyers,"17,890","20,660","28,740","32,530"
5641,IA,20220,"Dubuque, IA",49-2011,,60,"39,220",,,"38,050",,,2010,"Computer, Automated Teller, and Office Machine Repairers","28,010","32,280","44,540","52,930"
5642,IA,26980,"Iowa City, IA",11-3021,,160,"114,530",,,"97,520",,,2010,Computer and Information Systems Managers,"58,000","79,320","131,650",145601
5643,IA,26980,"Iowa City, IA",13-1111,,160,"62,470",,,"61,870",,,2010,Management Analysts,"39,440","48,970","75,680","90,000"
5644,IA,26980,"Iowa City, IA",13-1161,,150,"44,860",,,"39,730",,,2010,Market Research Analysts and Marketing Specialists*,"27,680","32,980","52,030","71,670"
5645,IA,26980,"Iowa City, IA",15-1121,,140,"76,140",,,"75,600",,,2010,Computer Systems Analysts,"50,660","59,080","89,890","106,570"
5646,IA,26980,"Iowa City, IA",15-1131,,160,"59,440",,,"58,890",,,2010,Computer Programmers,"35,940","45,990","73,120","84,390"
5647,IA,26980,"Iowa City, IA",15-1132,,620,"64,500",,,"62,060",,,2010,"Software Developers, Applications","43,900","51,440","75,380","91,440"
5648,IA,26980,"Iowa City, IA",15-1133,,30,"72,850",,,"69,670",,,2010,"Software Developers, Systems Software","49,400","56,340","87,480","104,290"
5649,IA,26980,"Iowa City, IA",15-1141,,100,"63,770",,,"58,610",,,2010,Database Administrators,"43,100","50,170","74,630","97,150"
5650,IA,26980,"Iowa City, IA",15-1142,,290,"63,280",,,"63,250",,,2010,Network and Computer Systems Administrators*,"38,700","48,280","73,470","88,610"
5651,IA,26980,"Iowa City, IA",43-9021,,70,"26,930",,,"23,060",,,2010,Data Entry Keyers,"16,220","17,600","35,590","44,620"
5652,IA,43580,"Sioux City, IA-NE-SD",11-3021,,40,"98,440",,,"100,040",,,2010,Computer and Information Systems Managers,"47,290","64,670","118,970","140,760"
5653,IA,43580,"Sioux City, IA-NE-SD",13-1111,,90,"89,960",,,"73,980",,,2010,Management Analysts,"44,450","54,590","112,960","146,530"
5654,IA,43580,"Sioux City, IA-NE-SD",13-1161,,50,"50,590",,,"44,550",,,2010,Market Research Analysts and Marketing Specialists*,"27,100","31,460","62,110","91,180"
5655,IA,43580,"Sioux City, IA-NE-SD",15-1121,,120,"73,930",,,"72,310",,,2010,Computer Systems Analysts,"46,250","59,850","84,400","99,970"
5656,IA,43580,"Sioux City, IA-NE-SD",15-1131,,70,"71,370",,,"72,860",,,2010,Computer Programmers,"44,900","60,260","83,800","97,690"
5657,IA,43580,"Sioux City, IA-NE-SD",15-1132,,50,"97,660",,,"83,570",,,2010,"Software Developers, Applications","61,060","70,060","108,030","151,530"
5658,IA,43580,"Sioux City, IA-NE-SD",15-1142,,140,"59,220",,,"55,360",,,2010,Network and Computer Systems Administrators*,"38,910","44,680","72,830","89,980"
5659,IA,43580,"Sioux City, IA-NE-SD",43-9021,,80,"24,270",,,"24,060",,,2010,Data Entry Keyers,"17,210","20,920","28,010","31,920"
5660,IA,43580,"Sioux City, IA-NE-SD",49-2011,,90,"34,200",,,"33,640",,,2010,"Computer, Automated Teller, and Office Machine Repairers","23,200","27,350","40,300","46,640"
5661,IA,47940,"Waterloo-Cedar Falls, IA",11-3021,,110,"82,450",,,"85,300",,,2010,Computer and Information Systems Managers,"43,950","66,350","101,970","115,140"
5662,IA,47940,"Waterloo-Cedar Falls, IA",13-1081,,70,"53,470",,,"42,450",,,2010,Logisticians,"32,000","34,770","66,260","92,730"
5663,IA,47940,"Waterloo-Cedar Falls, IA",13-1111,,160,"65,810",,,"65,360",,,2010,Management Analysts,"40,880","52,750","76,550","91,210"
5664,IA,47940,"Waterloo-Cedar Falls, IA",13-1161,,240,"43,690",,,"37,580",,,2010,Market Research Analysts and Marketing Specialists*,"26,640","32,490","50,000","74,980"
5665,IA,47940,"Waterloo-Cedar Falls, IA",15-1121,,260,"70,850",,,"72,510",,,2010,Computer Systems Analysts,"46,780","56,820","85,980","93,550"
5666,IA,47940,"Waterloo-Cedar Falls, IA",15-1131,,120,"59,140",,,"52,960",,,2010,Computer Programmers,"30,040","40,730","69,370","89,530"
5667,IA,47940,"Waterloo-Cedar Falls, IA",15-1132,,100,"62,650",,,"63,460",,,2010,"Software Developers, Applications","40,280","50,030","74,340","87,200"
5668,IA,47940,"Waterloo-Cedar Falls, IA",15-1133,,0,"60,400",,,"61,540",,,2010,"Software Developers, Systems Software","26,950","43,130","75,960","89,090"
5669,IA,47940,"Waterloo-Cedar Falls, IA",15-1141,,30,"59,650",,,"61,830",,,2010,Database Administrators,"34,650","48,740","70,130","75,340"
5670,IA,47940,"Waterloo-Cedar Falls, IA",15-1142,,150,"56,700",,,"54,800",,,2010,Network and Computer Systems Administrators*,"36,710","46,280","66,990","82,380"
5671,IA,47940,"Waterloo-Cedar Falls, IA",43-9011,,60,"33,420",,,"33,530",,,2010,Computer Operators,"22,110","28,600","38,120","44,530"
5672,IA,47940,"Waterloo-Cedar Falls, IA",43-9021,,80,"27,670",,,"27,520",,,2010,Data Entry Keyers,"19,630","24,510","30,190","35,260"
5673,IA,47940,"Waterloo-Cedar Falls, IA",49-2011,,0,"35,370",,,"35,950",,,2010,"Computer, Automated Teller, and Office Machine Repairers","22,100","27,100","41,600","48,680"
5674,ID,14260,"Boise City-Nampa, ID",11-3021,,750,"91,300",,,"85,170",,,2010,Computer and Information Systems Managers,"64,120","73,150","106,020","135,020"
5675,ID,14260,"Boise City-Nampa, ID",13-1081,,160,"59,720",,,"59,330",,,2010,Logisticians,"37,980","46,890","70,660","84,290"
5676,ID,14260,"Boise City-Nampa, ID",13-1111,,910,"59,460",,,"51,930",,,2010,Management Analysts,"23,950","40,900","68,430","111,800"
5677,ID,14260,"Boise City-Nampa, ID",13-1161,,430,"56,840",,,"52,190",,,2010,Market Research Analysts and Marketing Specialists*,"31,260","40,130","71,510","88,310"
5678,ID,14260,"Boise City-Nampa, ID",15-1121,,550,"69,500",,,"66,040",,,2010,Computer Systems Analysts,"46,700","54,890","82,270","99,820"
5679,ID,14260,"Boise City-Nampa, ID",15-1131,,880,"60,590",,,"58,250",,,2010,Computer Programmers,"32,110","42,640","73,090","89,100"
5680,ID,14260,"Boise City-Nampa, ID",15-1132,,820,"74,320",,,"73,980",,,2010,"Software Developers, Applications","42,770","52,170","93,210","107,850"
5681,ID,14260,"Boise City-Nampa, ID",15-1133,,0,"73,920",,,"76,020",,,2010,"Software Developers, Systems Software","51,300","65,630","86,400","92,650"
5682,ID,14260,"Boise City-Nampa, ID",15-1141,,110,"70,930",,,"68,830",,,2010,Database Administrators,"41,440","51,900","92,370","107,880"
5683,ID,14260,"Boise City-Nampa, ID",15-1142,,620,"60,500",,,"61,610",,,2010,Network and Computer Systems Administrators*,"38,860","45,740","73,390","85,980"
5684,ID,14260,"Boise City-Nampa, ID",15-2031,,250,"66,200",,,"65,970",,,2010,Operations Research Analysts,"39,920","49,320","83,490","92,730"
5685,ID,14260,"Boise City-Nampa, ID",17-2061,,260,"95,210",,,"92,670",,,2010,Computer Hardware Engineers,"62,880","74,460","114,280","136,800"
5686,ID,14260,"Boise City-Nampa, ID",43-9011,,90,"33,320",,,"31,730",,,2010,Computer Operators,"21,990","27,010","37,770","47,110"
5687,ID,14260,"Boise City-Nampa, ID",43-9021,,250,"28,840",,,"28,780",,,2010,Data Entry Keyers,"19,660","22,540","33,700","37,810"
5688,ID,14260,"Boise City-Nampa, ID",49-2011,,350,"37,250",,,"37,540",,,2010,"Computer, Automated Teller, and Office Machine Repairers","25,000","29,600","44,660","50,810"
5689,ID,17660,"Coeur d'Alene, ID",11-3021,,60,"72,890",,,"73,680",,,2010,Computer and Information Systems Managers,"47,220","57,300","88,440","100,030"
5690,ID,17660,"Coeur d'Alene, ID",13-1111,,110,"72,740",,,"57,260",,,2010,Management Analysts,"34,570","38,300","124,860","140,790"
5691,ID,17660,"Coeur d'Alene, ID",13-1161,,40,"39,960",,,"37,550",,,2010,Market Research Analysts and Marketing Specialists*,"18,640","26,690","50,950","57,580"
5692,ID,17660,"Coeur d'Alene, ID",15-1121,,50,"59,200",,,"52,300",,,2010,Computer Systems Analysts,"40,780","45,150","71,030","90,850"
5693,ID,17660,"Coeur d'Alene, ID",15-1131,,40,"53,970",,,"50,400",,,2010,Computer Programmers,"35,380","41,860","65,420","81,470"
5694,ID,17660,"Coeur d'Alene, ID",15-1132,,60,"72,590",,,"61,100",,,2010,"Software Developers, Applications","33,070","37,420","82,130","119,600"
5695,ID,17660,"Coeur d'Alene, ID",15-1142,,80,"60,680",,,"60,070",,,2010,Network and Computer Systems Administrators*,"39,640","46,560","74,780","87,160"
5696,ID,17660,"Coeur d'Alene, ID",43-9011,,40,"29,970",,,"27,790",,,2010,Computer Operators,"16,540","18,610","38,750","50,360"
5697,ID,17660,"Coeur d'Alene, ID",49-2011,,50,"33,940",,,"34,070",,,2010,"Computer, Automated Teller, and Office Machine Repairers","23,060","27,550","41,640","45,410"
5698,ID,26820,"Idaho Falls, ID",13-1111,,170,"89,210",,,"91,400",,,2010,Management Analysts,"44,870","68,340","111,600","133,080"
5699,ID,26820,"Idaho Falls, ID",13-1161,,50,"55,830",,,"40,700",,,2010,Market Research Analysts and Marketing Specialists*,"26,310","31,440","68,710","117,010"
5700,ID,26820,"Idaho Falls, ID",15-1131,,290,"67,810",,,"69,560",,,2010,Computer Programmers,"45,800","56,070","82,130","90,430"
5701,ID,26820,"Idaho Falls, ID",43-9021,,30,"26,340",,,"25,670",,,2010,Data Entry Keyers,"20,990","22,650","29,920","33,820"
5702,ID,30300,"Lewiston, ID-WA",13-1111,,0,"65,680",,,"53,360",,,2010,Management Analysts,"40,610","43,700","69,330","92,020"
5703,ID,38540,"Pocatello, ID",13-1111,,60,"69,720",,,"54,300",,,2010,Management Analysts,"31,070","43,380","105,590","126,810"
5704,ID,38540,"Pocatello, ID",15-1131,,0,"44,300",,,"34,020",,,2010,Computer Programmers,"27,690","29,850","52,230","78,630"
5705,ID,38540,"Pocatello, ID",15-1142,,70,"54,470",,,"49,030",,,2010,Network and Computer Systems Administrators*,"35,780","39,630","69,490","83,990"
5706,ID,38540,"Pocatello, ID",43-9021,,0,"19,660",,,"18,680",,,2010,Data Entry Keyers,"16,080","17,070","20,470","23,190"
5707,IL,14060,"Bloomington-Normal, IL",11-3021,,0,"110,670",,,"106,830",,,2010,Computer and Information Systems Managers,"72,330","87,840","135,820","150,880"
5708,IL,14060,"Bloomington-Normal, IL",13-1081,,210,"64,690",,,"65,590",,,2010,Logisticians,"43,830","54,480","76,810","86,440"
5709,IL,14060,"Bloomington-Normal, IL",13-1111,,0,"63,670",,,"57,950",,,2010,Management Analysts,"37,050","47,340","81,680","97,750"
5710,IL,14060,"Bloomington-Normal, IL",13-1161,,340,"58,250",,,"54,990",,,2010,Market Research Analysts and Marketing Specialists*,"36,130","46,130","68,680","87,100"
5711,IL,14060,"Bloomington-Normal, IL",15-1121,,0,"84,620",,,"82,630",,,2010,Computer Systems Analysts,"50,890","62,710","109,950","125,520"
5712,IL,14060,"Bloomington-Normal, IL",15-1131,,"1,000","68,480",,,"68,750",,,2010,Computer Programmers,"49,280","60,920","77,540","88,950"
5713,IL,14060,"Bloomington-Normal, IL",15-1132,,240,"102,630",,,"100,420",,,2010,"Software Developers, Applications","67,660","81,180","126,150","141,390"
5714,IL,14060,"Bloomington-Normal, IL",15-1133,,70,"94,730",,,"95,930",,,2010,"Software Developers, Systems Software","63,920","72,250","118,230","136,490"
5715,IL,14060,"Bloomington-Normal, IL",15-1141,,70,"80,760",,,"80,400",,,2010,Database Administrators,"54,320","68,720","88,940","94,440"
5716,IL,14060,"Bloomington-Normal, IL",15-1142,,180,"68,060",,,"63,950",,,2010,Network and Computer Systems Administrators*,"42,190","51,360","84,430","101,660"
5717,IL,14060,"Bloomington-Normal, IL",43-9011,,40,"44,080",,,"42,920",,,2010,Computer Operators,"24,300","32,740","55,900","64,330"
5718,IL,14060,"Bloomington-Normal, IL",43-9021,,0,"28,670",,,"27,440",,,2010,Data Entry Keyers,"20,690","22,920","32,640","37,450"
5719,IL,16580,"Champaign-Urbana, IL",11-3021,,170,"106,570",,,"96,990",,,2010,Computer and Information Systems Managers,"69,960","80,670","122,010","148,660"
5720,IL,16580,"Champaign-Urbana, IL",13-1111,,190,"71,920",,,"62,280",,,2010,Management Analysts,"25,440","34,930","97,420","152,700"
5721,IL,16580,"Champaign-Urbana, IL",13-1161,,160,"55,780",,,"47,770",,,2010,Market Research Analysts and Marketing Specialists*,"28,870","37,780","73,380","96,250"
5722,IL,16580,"Champaign-Urbana, IL",15-1121,,190,"65,340",,,"66,250",,,2010,Computer Systems Analysts,"44,750","55,080","75,230","86,750"
5723,IL,16580,"Champaign-Urbana, IL",15-1131,,800,"53,190",,,"53,650",,,2010,Computer Programmers,"30,040","38,670","67,070","74,050"
5724,IL,16580,"Champaign-Urbana, IL",15-1132,,320,"82,050",,,"81,810",,,2010,"Software Developers, Applications","47,630","63,820","100,640","117,550"
5725,IL,16580,"Champaign-Urbana, IL",15-1133,,230,"87,350",,,"84,990",,,2010,"Software Developers, Systems Software","57,930","70,100","104,180","122,860"
5726,IL,16580,"Champaign-Urbana, IL",15-1141,,70,"77,090",,,"71,630",,,2010,Database Administrators,"51,360","59,250","91,210","123,430"
5727,IL,16580,"Champaign-Urbana, IL",15-1142,,180,"57,890",,,"58,700",,,2010,Network and Computer Systems Administrators*,"33,300","45,400","70,440","80,890"
5728,IL,16580,"Champaign-Urbana, IL",17-2061,,30,"83,000",,,"77,430",,,2010,Computer Hardware Engineers,"63,620","68,490","92,510","107,520"
5729,IL,16580,"Champaign-Urbana, IL",43-9011,,70,"28,950",,,"27,410",,,2010,Computer Operators,"20,530","22,400","34,920","40,280"
5730,IL,16580,"Champaign-Urbana, IL",43-9021,,40,"24,880",,,"24,210",,,2010,Data Entry Keyers,"17,300","20,870","28,560","31,640"
5731,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",11-3021,,"10,270","116,710",,,"109,810",,,2010,Computer and Information Systems Managers,"65,160","84,520","138,740",145601
5732,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",13-1081,,"1,620","72,760",,,"68,680",,,2010,Logisticians,"41,810","51,710","91,710","111,720"
5733,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",13-1111,,"20,900","91,240",,,"82,170",,,2010,Management Analysts,"44,030","59,700","110,250","144,900"
5734,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",13-1161,,"9,550","61,880",,,"56,170",,,2010,Market Research Analysts and Marketing Specialists*,"31,180","40,290","78,820","100,630"
5735,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1111,,0,"96,340",,,"96,170",,,2010,Computer and Information Research Scientists,"56,350","72,110","115,190","142,430"
5736,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1121,,"12,590","75,600",,,"71,380",,,2010,Computer Systems Analysts,"47,140","56,490","90,120","112,460"
5737,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1131,,"15,250","77,650",,,"72,310",,,2010,Computer Programmers,"44,900","57,440","95,080","117,000"
5738,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1132,,"11,200","91,270",,,"87,330",,,2010,"Software Developers, Applications","50,430","67,970","109,430","144,990"
5739,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1133,,"11,330","94,650",,,"95,050",,,2010,"Software Developers, Systems Software","58,310","77,110","114,060","131,410"
5740,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1141,,"3,430","80,460",,,"81,410",,,2010,Database Administrators,"44,950","57,620","103,550","115,930"
5741,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-1142,,"9,570","77,590",,,"73,500",,,2010,Network and Computer Systems Administrators*,"46,970","58,480","92,290","112,990"
5742,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-2031,,950,"72,810",,,"69,040",,,2010,Operations Research Analysts,"44,750","55,480","90,740","109,120"
5743,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",15-2041,,210,"75,820",,,"73,390",,,2010,Statisticians,"52,810","60,840","89,250","106,790"
5744,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",17-2061,,"1,010","95,270",,,"90,280",,,2010,Computer Hardware Engineers,"60,390","71,010","115,600","143,680"
5745,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",43-9011,,"2,760","46,270",,,"44,700",,,2010,Computer Operators,"26,800","32,270","56,190","68,760"
5746,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",43-9021,,"6,490","29,890",,,"28,110",,,2010,Data Entry Keyers,"19,830","22,800","35,070","44,120"
5747,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",43-9111,,370,"48,150",,,"47,700",,,2010,Statistical Assistants,"33,800","38,670","57,010","67,360"
5748,IL,16974,"Chicago-Naperville-Joliet, IL Metropolitan Division",49-2011,,"2,230","41,150",,,"40,740",,,2010,"Computer, Automated Teller, and Office Machine Repairers","24,980","30,840","47,820","60,220"
5749,IL,19180,"Danville, IL",13-1111,,70,"61,930",,,"61,220",,,2010,Management Analysts,"39,640","44,950","79,100","92,730"
5750,IL,19500,"Decatur, IL",11-3021,,50,"89,010",,,"86,180",,,2010,Computer and Information Systems Managers,"63,320","69,720","102,780","118,140"
5751,IL,19500,"Decatur, IL",13-1161,,90,"49,470",,,"39,860",,,2010,Market Research Analysts and Marketing Specialists*,"25,120","28,190","62,060","90,690"
5752,IL,19500,"Decatur, IL",15-1141,,0,"50,150",,,"49,700",,,2010,Database Administrators,"40,000","43,580","56,080","59,780"
