,prim_state,area,area_name,occ_code,occ_titl,tot_emp,a_mean,a_wpct10,a_wpct25,a_median,a_wpct75,a_wpct90,year,occ_title,a_pct10,a_pct25,a_pct75,a_pct90
7639,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1131,,390,"71,520",,,"67,450",,,2010,Computer Programmers,"42,730","54,150","86,550","111,290"
7640,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1132,,840,"84,710",,,"83,730",,,2010,"Software Developers, Applications","52,660","67,950","100,290","121,110"
7641,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1133,,400,"86,940",,,"86,210",,,2010,"Software Developers, Systems Software","42,530","48,230","108,870","139,840"
7642,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1141,,220,"68,310",,,"61,670",,,2010,Database Administrators,"35,580","42,220","87,970","116,540"
7643,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-1142,,830,"61,880",,,"61,710",,,2010,Network and Computer Systems Administrators*,"32,950","48,080","73,410","91,070"
7644,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-2031,,50,"80,250",,,"75,570",,,2010,Operations Research Analysts,"54,220","61,300","98,170","118,620"
7645,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",43-9011,,240,"33,740",,,"32,230",,,2010,Computer Operators,"21,690","25,130","41,390","50,270"
7646,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",43-9021,,550,"25,630",,,"23,820",,,2010,Data Entry Keyers,"19,310","21,250","28,720","35,140"
7647,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",49-2011,,320,"34,510",,,"32,230",,,2010,"Computer, Automated Teller, and Office Machine Repairers","21,770","25,310","42,320","50,480"
7648,PA,11020,"Altoona, PA",11-3021,,60,"86,120",,,"77,520",,,2010,Computer and Information Systems Managers,"53,040","64,280","111,960","135,410"
7649,PA,11020,"Altoona, PA",13-1111,,50,"80,070",,,"77,360",,,2010,Management Analysts,"36,350","48,590","104,300","141,830"
7650,PA,11020,"Altoona, PA",13-1161,,70,"49,990",,,"48,400",,,2010,Market Research Analysts and Marketing Specialists*,"32,500","40,760","57,100","69,160"
7651,PA,11020,"Altoona, PA",15-1121,,60,"56,990",,,"60,610",,,2010,Computer Systems Analysts,"35,690","44,380","69,420","76,190"
7652,PA,11020,"Altoona, PA",15-1131,,70,"54,660",,,"52,950",,,2010,Computer Programmers,"29,310","36,620","71,600","86,980"
7653,PA,11020,"Altoona, PA",15-1132,,60,"69,210",,,"69,450",,,2010,"Software Developers, Applications","50,780","61,280","79,750","90,710"
7654,PA,11020,"Altoona, PA",15-1133,,60,"61,050",,,"55,940",,,2010,"Software Developers, Systems Software","43,170","50,600","62,260","93,030"
7655,PA,11020,"Altoona, PA",15-1142,,90,"60,470",,,"57,960",,,2010,Network and Computer Systems Administrators*,"33,900","49,490","71,370","90,380"
7656,PA,11020,"Altoona, PA",43-9021,,50,"24,650",,,"23,210",,,2010,Data Entry Keyers,"16,520","18,620","29,170","37,090"
7657,PA,11020,"Altoona, PA",49-2011,,30,"43,520",,,"35,410",,,2010,"Computer, Automated Teller, and Office Machine Repairers","22,010","26,090","58,220","67,570"
7658,PA,21500,"Erie, PA",11-3021,,80,"98,340",,,"86,200",,,2010,Computer and Information Systems Managers,"52,900","60,510","120,160","158,820"
7659,PA,21500,"Erie, PA",13-1111,,300,"77,450",,,"70,660",,,2010,Management Analysts,"39,740","53,050","91,930","118,550"
7660,PA,21500,"Erie, PA",13-1161,,190,"53,190",,,"46,400",,,2010,Market Research Analysts and Marketing Specialists*,"27,090","33,180","72,510","91,030"
7661,PA,21500,"Erie, PA",15-1121,,180,"71,620",,,"71,100",,,2010,Computer Systems Analysts,"48,240","55,990","86,750","100,840"
7662,PA,21500,"Erie, PA",15-1131,,180,"54,000",,,"51,940",,,2010,Computer Programmers,"34,160","43,850","61,400","76,300"
7663,PA,21500,"Erie, PA",15-1132,,120,"76,200",,,"79,390",,,2010,"Software Developers, Applications","40,000","51,050","99,500","114,390"
7664,PA,21500,"Erie, PA",15-1133,,80,"83,750",,,"66,750",,,2010,"Software Developers, Systems Software","30,310","56,030","87,480","141,180"
7665,PA,21500,"Erie, PA",15-1141,,80,"66,930",,,"64,760",,,2010,Database Administrators,"36,690","44,600","87,110","105,850"
7666,PA,21500,"Erie, PA",15-1142,,250,"63,870",,,"62,090",,,2010,Network and Computer Systems Administrators*,"38,210","48,760","75,110","96,690"
7667,PA,21500,"Erie, PA",43-9011,,110,"41,590",,,"45,500",,,2010,Computer Operators,"17,490","25,740","54,920","60,630"
7668,PA,21500,"Erie, PA",43-9021,,160,"25,980",,,"24,350",,,2010,Data Entry Keyers,"16,100","18,490","30,630","37,900"
7669,PA,21500,"Erie, PA",49-2011,,50,"36,390",,,"36,240",,,2010,"Computer, Automated Teller, and Office Machine Repairers","27,840","32,200","40,420","45,530"
7670,PA,25420,"Harrisburg-Carlisle, PA",11-3021,,660,"106,190",,,"103,210",,,2010,Computer and Information Systems Managers,"70,850","85,850","122,880","144,820"
7671,PA,25420,"Harrisburg-Carlisle, PA",13-1081,,830,"76,100",,,"75,330",,,2010,Logisticians,"47,460","60,460","87,170","103,640"
7672,PA,25420,"Harrisburg-Carlisle, PA",13-1111,,"2,380","71,620",,,"63,140",,,2010,Management Analysts,"43,670","50,980","83,910","105,840"
7673,PA,25420,"Harrisburg-Carlisle, PA",13-1161,,870,"56,350",,,"53,880",,,2010,Market Research Analysts and Marketing Specialists*,"26,330","40,750","68,480","87,750"
7674,PA,25420,"Harrisburg-Carlisle, PA",15-1111,,50,"99,140",,,"97,370",,,2010,Computer and Information Research Scientists,"67,290","87,040","113,650","127,560"
7675,PA,25420,"Harrisburg-Carlisle, PA",15-1121,,"2,170","73,900",,,"71,860",,,2010,Computer Systems Analysts,"48,180","57,840","87,210","105,920"
7676,PA,25420,"Harrisburg-Carlisle, PA",15-1131,,"1,240","68,600",,,"68,150",,,2010,Computer Programmers,"40,500","51,770","82,270","99,490"
7677,PA,25420,"Harrisburg-Carlisle, PA",15-1132,,"1,660","75,100",,,"74,760",,,2010,"Software Developers, Applications","51,270","59,970","87,550","100,890"
7678,PA,25420,"Harrisburg-Carlisle, PA",15-1133,,690,"79,160",,,"76,690",,,2010,"Software Developers, Systems Software","44,670","52,760","96,170","122,170"
7679,PA,25420,"Harrisburg-Carlisle, PA",15-1141,,370,"64,540",,,"62,350",,,2010,Database Administrators,"40,660","54,090","76,370","91,120"
7680,PA,25420,"Harrisburg-Carlisle, PA",15-1142,,960,"69,140",,,"66,840",,,2010,Network and Computer Systems Administrators*,"43,880","55,370","80,960","95,360"
7681,PA,25420,"Harrisburg-Carlisle, PA",15-2031,,290,"79,850",,,"79,450",,,2010,Operations Research Analysts,"49,160","60,380","95,860","112,630"
7682,PA,25420,"Harrisburg-Carlisle, PA",15-2041,,170,"56,510",,,"52,590",,,2010,Statisticians,"40,600","45,380","64,020","77,240"
7683,PA,25420,"Harrisburg-Carlisle, PA",17-2061,,50,"94,950",,,"94,650",,,2010,Computer Hardware Engineers,"60,170","77,470","115,250","133,180"
7684,PA,25420,"Harrisburg-Carlisle, PA",43-9011,,220,"41,940",,,"39,700",,,2010,Computer Operators,"28,000","35,020","51,430","56,630"
7685,PA,25420,"Harrisburg-Carlisle, PA",43-9021,,640,"27,560",,,"26,190",,,2010,Data Entry Keyers,"17,820","20,950","33,370","40,130"
7686,PA,25420,"Harrisburg-Carlisle, PA",43-9111,,50,"45,570",,,"41,570",,,2010,Statistical Assistants,"27,980","33,720","53,790","76,820"
7687,PA,25420,"Harrisburg-Carlisle, PA",49-2011,,290,"43,450",,,"42,130",,,2010,"Computer, Automated Teller, and Office Machine Repairers","25,140","29,790","57,000","66,200"
7688,PA,27780,"Johnstown, PA",11-3021,,40,"102,830",,,"100,740",,,2010,Computer and Information Systems Managers,"61,320","75,990","123,320","150,360"
7689,PA,27780,"Johnstown, PA",13-1111,,80,"74,800",,,"60,700",,,2010,Management Analysts,"39,120","46,020","82,720","157,310"
7690,PA,27780,"Johnstown, PA",13-1161,,60,"52,740",,,"49,200",,,2010,Market Research Analysts and Marketing Specialists*,"30,460","35,140","68,910","82,980"
7691,PA,27780,"Johnstown, PA",15-1121,,60,"72,650",,,"62,610",,,2010,Computer Systems Analysts,"43,280","51,250","92,060","126,130"
7692,PA,27780,"Johnstown, PA",15-1131,,100,"55,830",,,"52,810",,,2010,Computer Programmers,"39,110","43,290","65,930","80,380"
7693,PA,27780,"Johnstown, PA",15-1142,,120,"64,530",,,"59,300",,,2010,Network and Computer Systems Administrators*,"40,420","47,460","80,630","96,860"
7694,PA,27780,"Johnstown, PA",43-9021,,80,"23,490",,,"21,920",,,2010,Data Entry Keyers,"16,490","18,260","25,580","35,400"
7695,PA,27780,"Johnstown, PA",49-2011,,30,"33,990",,,"35,220",,,2010,"Computer, Automated Teller, and Office Machine Repairers","21,390","27,270","42,140","45,450"
7696,PA,29540,"Lancaster, PA",11-3021,,160,"107,120",,,"98,000",,,2010,Computer and Information Systems Managers,"64,460","80,810","123,510","148,730"
7697,PA,29540,"Lancaster, PA",13-1081,,70,"59,450",,,"56,880",,,2010,Logisticians,"42,140","49,760","68,690","82,060"
7698,PA,29540,"Lancaster, PA",13-1111,,300,"83,120",,,"73,230",,,2010,Management Analysts,"40,510","57,780","97,850","147,600"
7699,PA,29540,"Lancaster, PA",13-1161,,520,"53,560",,,"47,670",,,2010,Market Research Analysts and Marketing Specialists*,"28,380","36,140","67,300","89,870"
7700,PA,29540,"Lancaster, PA",15-1121,,300,"67,810",,,"64,040",,,2010,Computer Systems Analysts,"42,220","50,680","81,380","104,070"
7701,PA,29540,"Lancaster, PA",15-1131,,310,"59,980",,,"59,950",,,2010,Computer Programmers,"36,300","48,270","71,830","85,460"
7702,PA,29540,"Lancaster, PA",15-1132,,170,"74,580",,,"72,600",,,2010,"Software Developers, Applications","53,980","62,860","84,820","101,490"
7703,PA,29540,"Lancaster, PA",15-1133,,120,"77,620",,,"71,380",,,2010,"Software Developers, Systems Software","55,500","63,820","88,370","120,040"
7704,PA,29540,"Lancaster, PA",15-1141,,70,"64,010",,,"54,830",,,2010,Database Administrators,"39,050","45,770","82,360","104,060"
7705,PA,29540,"Lancaster, PA",15-1142,,480,"63,130",,,"60,840",,,2010,Network and Computer Systems Administrators*,"35,880","46,460","74,710","92,030"
7706,PA,29540,"Lancaster, PA",15-2031,,40,"81,220",,,"78,410",,,2010,Operations Research Analysts,"40,400","55,910","99,650","132,860"
7707,PA,29540,"Lancaster, PA",43-9011,,140,"38,610",,,"35,990",,,2010,Computer Operators,"24,870","29,370","48,710","56,490"
7708,PA,29540,"Lancaster, PA",43-9021,,360,"28,110",,,"26,270",,,2010,Data Entry Keyers,"18,810","21,980","32,880","41,860"
7709,PA,29540,"Lancaster, PA",49-2011,,150,"36,080",,,"35,680",,,2010,"Computer, Automated Teller, and Office Machine Repairers","18,260","27,300","43,550","53,100"
7710,PA,30140,"Lebanon, PA",13-1081,,40,"67,860",,,"61,220",,,2010,Logisticians,"49,050","55,360","75,690","106,350"
7711,PA,30140,"Lebanon, PA",13-1111,,110,"71,750",,,"63,330",,,2010,Management Analysts,"47,860","55,120","79,620","98,190"
7712,PA,30140,"Lebanon, PA",15-1121,,0,"76,550",,,"77,410",,,2010,Computer Systems Analysts,"67,860","71,440","83,380","93,100"
7713,PA,30140,"Lebanon, PA",15-1131,,0,"58,790",,,"53,040",,,2010,Computer Programmers,"34,570","44,220","75,820","84,000"
7714,PA,30140,"Lebanon, PA",15-1132,,40,"66,910",,,"64,220",,,2010,"Software Developers, Applications","39,420","50,340","79,650","100,380"
7715,PA,30140,"Lebanon, PA",15-1141,,0,"70,220",,,"68,300",,,2010,Database Administrators,"40,010","55,370","85,140","103,600"
7716,PA,30140,"Lebanon, PA",15-1142,,60,"64,310",,,"63,810",,,2010,Network and Computer Systems Administrators*,"38,410","53,310","73,020","84,880"
7717,PA,30140,"Lebanon, PA",43-9021,,0,"25,940",,,"25,540",,,2010,Data Entry Keyers,"18,690","21,870","29,610","33,030"
7718,PA,37964,"Philadelphia, PA Metropolitan Division",11-3021,,"4,140","138,860",,,"129,830",,,2010,Computer and Information Systems Managers,"80,900","100,620","160,830",145601
7719,PA,37964,"Philadelphia, PA Metropolitan Division",13-1081,,"2,580","76,560",,,"75,530",,,2010,Logisticians,"52,750","63,550","88,800","104,360"
7720,PA,37964,"Philadelphia, PA Metropolitan Division",13-1111,,"11,230","99,880",,,"90,700",,,2010,Management Analysts,"51,020","68,160","116,610","163,620"
7721,PA,37964,"Philadelphia, PA Metropolitan Division",13-1161,,"7,020","67,240",,,"62,770",,,2010,Market Research Analysts and Marketing Specialists*,"36,930","47,020","83,650","107,340"
7722,PA,37964,"Philadelphia, PA Metropolitan Division",15-1111,,350,"92,570",,,"91,420",,,2010,Computer and Information Research Scientists,"58,370","70,770","109,590","135,080"
7723,PA,37964,"Philadelphia, PA Metropolitan Division",15-1121,,"9,190","88,240",,,"83,960",,,2010,Computer Systems Analysts,"53,040","65,290","103,760","120,310"
7724,PA,37964,"Philadelphia, PA Metropolitan Division",15-1131,,"5,910","78,450",,,"72,550",,,2010,Computer Programmers,"42,680","54,850","92,620","119,450"
7725,PA,37964,"Philadelphia, PA Metropolitan Division",15-1132,,"6,550","89,810",,,"89,220",,,2010,"Software Developers, Applications","61,220","75,640","106,080","119,690"
7726,PA,37964,"Philadelphia, PA Metropolitan Division",15-1133,,"7,860","103,070",,,"93,450",,,2010,"Software Developers, Systems Software","63,310","73,880","119,000","150,270"
7727,PA,37964,"Philadelphia, PA Metropolitan Division",15-1141,,"1,730","77,450",,,"75,620",,,2010,Database Administrators,"43,810","57,810","96,760","115,230"
7728,PA,37964,"Philadelphia, PA Metropolitan Division",15-1142,,"7,740","84,490",,,"82,050",,,2010,Network and Computer Systems Administrators*,"53,300","65,240","102,220","123,870"
7729,PA,37964,"Philadelphia, PA Metropolitan Division",15-2031,,890,"85,480",,,"78,980",,,2010,Operations Research Analysts,"40,570","51,810","108,400","136,970"
7730,PA,37964,"Philadelphia, PA Metropolitan Division",15-2041,,570,"87,930",,,"86,310",,,2010,Statisticians,"55,790","67,760","107,760","127,010"
7731,PA,37964,"Philadelphia, PA Metropolitan Division",17-2061,,870,"85,730",,,"86,700",,,2010,Computer Hardware Engineers,"42,830","60,610","107,380","127,700"
7732,PA,37964,"Philadelphia, PA Metropolitan Division",43-9011,,"1,190","44,450",,,"43,960",,,2010,Computer Operators,"28,340","35,200","53,800","62,950"
7733,PA,37964,"Philadelphia, PA Metropolitan Division",43-9021,,"3,760","31,270",,,"30,340",,,2010,Data Entry Keyers,"20,990","25,180","37,360","43,940"
7734,PA,37964,"Philadelphia, PA Metropolitan Division",43-9111,,190,"44,310",,,"43,600",,,2010,Statistical Assistants,"29,710","35,030","51,460","60,490"
7735,PA,37964,"Philadelphia, PA Metropolitan Division",49-2011,,"1,370","46,350",,,"46,790",,,2010,"Computer, Automated Teller, and Office Machine Repairers","29,490","37,160","55,830","63,800"
7736,PA,38300,"Pittsburgh, PA",11-3021,,"2,060","109,280",,,"101,950",,,2010,Computer and Information Systems Managers,"56,570","76,700","137,110",145601
7737,PA,38300,"Pittsburgh, PA",13-1081,,0,"71,490",,,"70,860",,,2010,Logisticians,"45,790","56,560","85,830","97,570"
7738,PA,38300,"Pittsburgh, PA",13-1111,,"3,410","94,360",,,"77,560",,,2010,Management Analysts,"51,510","62,010","105,030","166,340"
7739,PA,38300,"Pittsburgh, PA",13-1161,,"3,000","58,660",,,"52,580",,,2010,Market Research Analysts and Marketing Specialists*,"35,050","42,530","71,500","92,020"
7740,PA,38300,"Pittsburgh, PA",15-1111,,490,"68,300",,,"58,310",,,2010,Computer and Information Research Scientists,"34,020","44,070","86,730","122,060"
7741,PA,38300,"Pittsburgh, PA",15-1121,,"4,220","73,290",,,"71,540",,,2010,Computer Systems Analysts,"45,800","56,910","89,420","106,350"
7742,PA,38300,"Pittsburgh, PA",15-1131,,"3,350","66,630",,,"63,240",,,2010,Computer Programmers,"36,670","46,560","83,080","104,820"
7743,PA,38300,"Pittsburgh, PA",15-1132,,"3,240","75,650",,,"72,730",,,2010,"Software Developers, Applications","44,850","57,100","93,030","113,800"
7744,PA,38300,"Pittsburgh, PA",15-1133,,"2,580","81,140",,,"77,220",,,2010,"Software Developers, Systems Software","50,440","63,650","96,310","122,660"
7745,PA,38300,"Pittsburgh, PA",15-1141,,910,"66,720",,,"64,190",,,2010,Database Administrators,"33,890","46,130","83,530","98,540"
7746,PA,38300,"Pittsburgh, PA",15-1142,,"3,450","73,130",,,"68,050",,,2010,Network and Computer Systems Administrators*,"42,630","52,960","87,850","109,130"
7747,PA,38300,"Pittsburgh, PA",15-2031,,410,"72,740",,,"64,340",,,2010,Operations Research Analysts,"40,870","51,810","89,810","111,600"
7748,PA,38300,"Pittsburgh, PA",15-2041,,240,"51,460",,,"48,070",,,2010,Statisticians,"35,380","39,440","58,960","72,470"
7749,PA,38300,"Pittsburgh, PA",17-2061,,0,"71,230",,,"65,840",,,2010,Computer Hardware Engineers,"51,300","56,900","74,250","107,450"
7750,PA,38300,"Pittsburgh, PA",43-9011,,790,"39,360",,,"39,090",,,2010,Computer Operators,"23,560","31,040","47,830","55,290"
7751,PA,38300,"Pittsburgh, PA",43-9021,,"2,880","26,730",,,"25,310",,,2010,Data Entry Keyers,"19,310","21,810","30,330","36,810"
7752,PA,38300,"Pittsburgh, PA",43-9111,,60,"39,180",,,"38,300",,,2010,Statistical Assistants,"28,320","32,580","44,170","57,370"
7753,PA,38300,"Pittsburgh, PA",49-2011,,820,"38,980",,,"36,130",,,2010,"Computer, Automated Teller, and Office Machine Repairers","22,340","28,060","46,070","60,230"
7754,PA,39740,"Reading, PA",11-3021,,120,"127,410",,,"108,470",,,2010,Computer and Information Systems Managers,"71,660","89,130","147,340",145601
7755,PA,39740,"Reading, PA",13-1081,,80,"69,090",,,"68,360",,,2010,Logisticians,"39,170","51,730","83,530","105,830"
7756,PA,39740,"Reading, PA",13-1111,,430,"88,990",,,"77,580",,,2010,Management Analysts,"49,880","63,610","104,490","135,810"
7757,PA,39740,"Reading, PA",13-1161,,330,"52,840",,,"47,680",,,2010,Market Research Analysts and Marketing Specialists*,"25,450","32,090","70,460","91,660"
7758,PA,39740,"Reading, PA",15-1121,,310,"74,310",,,"72,810",,,2010,Computer Systems Analysts,"54,160","63,970","83,010","100,040"
7759,PA,39740,"Reading, PA",15-1131,,340,"69,840",,,"68,220",,,2010,Computer Programmers,"39,470","54,610","83,880","98,090"
7760,PA,39740,"Reading, PA",15-1132,,130,"83,910",,,"81,490",,,2010,"Software Developers, Applications","53,770","67,130","99,040","120,020"
7761,PA,39740,"Reading, PA",15-1133,,110,"82,420",,,"74,610",,,2010,"Software Developers, Systems Software","49,610","61,500","104,400","132,570"
7762,PA,39740,"Reading, PA",15-1141,,90,"67,960",,,"68,760",,,2010,Database Administrators,"33,970","45,800","88,910","101,810"
7763,PA,39740,"Reading, PA",15-1142,,310,"63,290",,,"58,930",,,2010,Network and Computer Systems Administrators*,"39,400","48,630","75,430","94,560"
7764,PA,39740,"Reading, PA",43-9011,,70,"38,310",,,"41,680",,,2010,Computer Operators,"23,510","27,990","48,200","52,030"
7765,PA,39740,"Reading, PA",43-9021,,310,"23,560",,,"21,180",,,2010,Data Entry Keyers,"16,310","17,740","27,380","36,210"
7766,PA,39740,"Reading, PA",49-2011,,100,"41,270",,,"40,530",,,2010,"Computer, Automated Teller, and Office Machine Repairers","24,300","31,690","51,210","59,140"
7767,PA,42540,"Scranton--Wilkes-Barre, PA",11-3021,,210,"105,570",,,"103,240",,,2010,Computer and Information Systems Managers,"62,930","80,980","128,550","152,440"
7768,PA,42540,"Scranton--Wilkes-Barre, PA",13-1081,,120,"62,720",,,"57,460",,,2010,Logisticians,"37,220","43,950","82,570","92,500"
7769,PA,42540,"Scranton--Wilkes-Barre, PA",13-1111,,420,"76,000",,,"71,100",,,2010,Management Analysts,"47,450","57,420","83,450","100,920"
7770,PA,42540,"Scranton--Wilkes-Barre, PA",13-1161,,400,"51,810",,,"51,420",,,2010,Market Research Analysts and Marketing Specialists*,"29,330","39,990","60,190","75,190"
7771,PA,42540,"Scranton--Wilkes-Barre, PA",15-1121,,990,"77,380",,,"78,090",,,2010,Computer Systems Analysts,"54,110","66,660","89,490","101,870"
7772,PA,42540,"Scranton--Wilkes-Barre, PA",15-1131,,250,"60,400",,,"58,860",,,2010,Computer Programmers,"39,120","44,500","73,360","89,340"
7773,PA,42540,"Scranton--Wilkes-Barre, PA",15-1132,,300,"78,890",,,"78,730",,,2010,"Software Developers, Applications","50,850","61,870","95,150","111,480"
7774,PA,42540,"Scranton--Wilkes-Barre, PA",15-1133,,260,"70,320",,,"69,340",,,2010,"Software Developers, Systems Software","40,760","63,190","75,290","102,140"
7775,PA,42540,"Scranton--Wilkes-Barre, PA",15-1141,,80,"74,350",,,"75,360",,,2010,Database Administrators,"49,230","64,850","87,200","95,670"
7776,PA,42540,"Scranton--Wilkes-Barre, PA",15-1142,,470,"63,200",,,"62,750",,,2010,Network and Computer Systems Administrators*,"38,490","47,150","75,290","89,830"
7777,PA,42540,"Scranton--Wilkes-Barre, PA",43-9011,,230,"37,040",,,"35,770",,,2010,Computer Operators,"16,130","23,570","51,320","55,840"
7778,PA,42540,"Scranton--Wilkes-Barre, PA",43-9021,,410,"26,190",,,"25,550",,,2010,Data Entry Keyers,"19,270","22,180","29,650","34,980"
7779,PA,42540,"Scranton--Wilkes-Barre, PA",49-2011,,70,"35,260",,,"36,400",,,2010,"Computer, Automated Teller, and Office Machine Repairers","20,650","25,760","43,720","47,440"
7780,PA,44300,"State College, PA",11-3021,,50,"130,870",,,"108,630",,,2010,Computer and Information Systems Managers,"65,010","75,000",145601,145601
7781,PA,44300,"State College, PA",13-1111,,160,"103,880",,,"86,380",,,2010,Management Analysts,"33,420","47,300","138,220",145601
7782,PA,44300,"State College, PA",13-1161,,140,"57,780",,,"50,340",,,2010,Market Research Analysts and Marketing Specialists*,"33,520","41,200","73,950","93,180"
7783,PA,44300,"State College, PA",15-1121,,40,"74,140",,,"74,160",,,2010,Computer Systems Analysts,"47,390","58,860","87,070","105,450"
7784,PA,44300,"State College, PA",15-1131,,150,"58,210",,,"54,970",,,2010,Computer Programmers,"31,110","42,240","75,430","89,460"
7785,PA,44300,"State College, PA",15-1132,,120,"76,820",,,"75,740",,,2010,"Software Developers, Applications","49,720","60,160","90,670","111,980"
7786,PA,44300,"State College, PA",15-1133,,60,"72,530",,,"69,360",,,2010,"Software Developers, Systems Software","44,200","54,290","89,310","107,090"
7787,PA,44300,"State College, PA",15-1141,,30,"51,940",,,"54,180",,,2010,Database Administrators,"28,650","32,330","66,390","73,840"
7788,PA,44300,"State College, PA",15-1142,,190,"55,680",,,"53,680",,,2010,Network and Computer Systems Administrators*,"38,760","47,090","60,260","75,440"
7789,PA,44300,"State College, PA",43-9011,,30,"39,350",,,"38,380",,,2010,Computer Operators,"24,850","30,300","47,700","56,620"
7790,PA,44300,"State College, PA",43-9021,,80,"23,460",,,"22,960",,,2010,Data Entry Keyers,"17,610","20,570","25,570","29,470"
7791,PA,48700,"Williamsport, PA",11-3021,,40,"85,730",,,"84,850",,,2010,Computer and Information Systems Managers,"51,700","59,360","104,010","118,570"
7792,PA,48700,"Williamsport, PA",13-1111,,30,"95,400",,,"121,880",,,2010,Management Analysts,"32,530","49,860","139,910","150,730"
7793,PA,48700,"Williamsport, PA",13-1161,,40,"44,560",,,"38,460",,,2010,Market Research Analysts and Marketing Specialists*,"31,230","33,930","53,440","70,140"
7794,PA,48700,"Williamsport, PA",15-1121,,40,"59,810",,,"56,550",,,2010,Computer Systems Analysts,"32,470","49,530","67,040","78,650"
7795,PA,48700,"Williamsport, PA",15-1131,,110,"63,550",,,"64,320",,,2010,Computer Programmers,"41,120","55,380","72,570","83,240"
7796,PA,48700,"Williamsport, PA",15-1142,,110,"52,030",,,"54,460",,,2010,Network and Computer Systems Administrators*,"31,000","41,460","62,470","67,720"
7797,PA,48700,"Williamsport, PA",43-9011,,30,"32,640",,,"29,520",,,2010,Computer Operators,"21,980","25,590","34,870","54,250"
7798,PA,48700,"Williamsport, PA",49-2011,,0,"35,510",,,"35,860",,,2010,"Computer, Automated Teller, and Office Machine Repairers","23,200","25,840","44,230","50,000"
7799,PA,49620,"York-Hanover, PA",11-3021,,100,"86,510",,,"75,770",,,2010,Computer and Information Systems Managers,"49,960","55,760","100,150","134,750"
7800,PA,49620,"York-Hanover, PA",13-1081,,190,"73,970",,,"77,010",,,2010,Logisticians,"51,630","62,470","85,110","92,340"
7801,PA,49620,"York-Hanover, PA",13-1111,,160,"88,290",,,"79,150",,,2010,Management Analysts,"38,880","53,470","109,810","154,050"
7802,PA,49620,"York-Hanover, PA",13-1161,,240,"55,530",,,"50,670",,,2010,Market Research Analysts and Marketing Specialists*,"34,970","41,140","64,630","91,250"
7803,PA,49620,"York-Hanover, PA",15-1121,,190,"72,960",,,"70,400",,,2010,Computer Systems Analysts,"44,730","51,600","93,800","110,300"
7804,PA,49620,"York-Hanover, PA",15-1131,,240,"75,170",,,"73,190",,,2010,Computer Programmers,"43,560","58,490","88,930","105,480"
7805,PA,49620,"York-Hanover, PA",15-1132,,150,"79,120",,,"73,160",,,2010,"Software Developers, Applications","50,770","62,170","90,300","113,050"
7806,PA,49620,"York-Hanover, PA",15-1133,,50,"97,880",,,"86,330",,,2010,"Software Developers, Systems Software","48,900","69,310","110,610","148,250"
7807,PA,49620,"York-Hanover, PA",15-1141,,50,"57,920",,,"56,090",,,2010,Database Administrators,"44,380","50,350","64,790","78,600"
7808,PA,49620,"York-Hanover, PA",15-1142,,310,"62,340",,,"58,270",,,2010,Network and Computer Systems Administrators*,"39,560","49,670","73,690","97,250"
7809,PA,49620,"York-Hanover, PA",43-9011,,50,"39,290",,,"36,320",,,2010,Computer Operators,"23,650","29,310","50,140","61,400"
7810,PA,49620,"York-Hanover, PA",43-9021,,300,"26,580",,,"25,250",,,2010,Data Entry Keyers,"20,050","22,070","29,990","35,580"
7811,PA,49620,"York-Hanover, PA",49-2011,,50,"31,420",,,"28,170",,,2010,"Computer, Automated Teller, and Office Machine Repairers","22,750","25,270","33,680","50,610"
7812,PR,10380,"Aguadilla-Isabela-San Sebastian, PR",15-1142,,50,"33,160",,,"30,690",,,2010,Network and Computer Systems Administrators*,"20,360","24,090","36,400","60,600"
7813,PR,10380,"Aguadilla-Isabela-San Sebastian, PR",43-9021,,90,"17,310",,,"17,430",,,2010,Data Entry Keyers,"15,590","16,200","18,680","19,450"
7814,PR,21940,"Fajardo, PR",43-9021,,30,"18,620",,,"17,820",,,2010,Data Entry Keyers,"15,480","15,920","21,410","24,100"
7815,PR,32420,"Mayaguez, PR",15-1133,,90,"40,950",,,"39,900",,,2010,"Software Developers, Systems Software","34,330","36,450","45,040","50,580"
7816,PR,32420,"Mayaguez, PR",43-9021,,30,"19,330",,,"17,770",,,2010,Data Entry Keyers,"15,580","16,190","19,660","27,640"
7817,PR,32420,"Mayaguez, PR",49-2011,,0,"23,100",,,"19,650",,,2010,"Computer, Automated Teller, and Office Machine Repairers","16,140","17,450","27,850","36,090"
7818,PR,38660,"Ponce, PR",15-1121,,0,"40,000",,,"35,480",,,2010,Computer Systems Analysts,"21,110","26,800","52,030","68,410"
7819,PR,38660,"Ponce, PR",15-1131,,30,"31,580",,,"23,920",,,2010,Computer Programmers,"15,690","17,230","43,270","56,830"
